TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;91229431.47;;;Outros;999 X 999
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;13659632.52;;;SDP;DI1 X PRE
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1400081.15;;;SCE;DOL X REU
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;27241483.59;;;Outros;999 X 999
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;29306249.29;;;SDP;DI1 X PRE
CLASSES - FIF;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;640927319.96;;;SDL;DI1 X IAP
CLASSES - FIF;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;611637152.78;;;SDL;DI1 X IAP
CLASSES - FIF;32.708.144/0001-93;SANTANDER PB ORITA MULT - FIF RESP LIMITADA;2025-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;479522.31;;;SDP;DI1 X PRE
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;101995855.83;;;Outros;999 X 999
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;426881.77;;;SDP;DI1 X PRE
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;46735088.60;;;SDC;DI1 X DOL
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;21655769.11;;;SDY;DI1 X JPY
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;101995855.83;;;Outros;999 X 999
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;426881.77;;;SDP;DI1 X PRE
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;21655769.11;;;SDY;DI1 X JPY
