TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIDC;31.024.416/0001-73;GII FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981669;Valores a receber;;;7765;;2025-11-29
CLASSES - FIDC;31.770.515/0001-02;CASA 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981718;Cotas de Fundos;0;0;40704355;;2025-11-29
CLASSES - FIDC;31.770.515/0001-02;CASA 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981718;Valores a pagar;;;6536;;2025-11-29
CLASSES - FIDC;31.770.515/0001-02;CASA 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981718;Valores a receber;;;8809;;2025-11-29
CLASSES - FIDC;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;993430;Cotas de Fundos;;;523979024;;2025-11-29
CLASSES - FIDC;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;993430;Disponibilidades;;;2844;;2025-11-29
CLASSES - FIDC;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;993430;Operações Compromissadas;;;21926;;2025-11-29
CLASSES - FIDC;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;993430;Títulos ligados ao agronegócio;;;19183487;;2025-11-29
CLASSES - FIDC;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;993430;Valores a pagar;;;111590;;2025-11-29
CLASSES - FIDC;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;993430;Valores a receber;;;33472;;2025-11-29
CLASSES - FIDC;31.962.028/0001-33;TIME MACHINE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;990177;Cotas de Fundos;;;61171933;;2025-11-29
CLASSES - FIDC;31.962.028/0001-33;TIME MACHINE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;990177;Títulos Públicos;0;0;13892864;;2025-11-29
CLASSES - FIDC;31.962.028/0001-33;TIME MACHINE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;990177;Valores a pagar;;;31007;;2025-11-29
CLASSES - FIDC;31.962.028/0001-33;TIME MACHINE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;990177;Valores a receber;;;3889;;2025-11-29
CLASSES - FIDC;32.162.520/0001-97;FOUR CREDIT FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981847;Cotas de Fundos;0;0;12612388;;2025-11-29
CLASSES - FIDC;32.162.520/0001-97;FOUR CREDIT FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981847;Valores a pagar;;;5096;;2025-11-29
CLASSES - FIDC;32.162.520/0001-97;FOUR CREDIT FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981847;Valores a receber;;;5936;;2025-11-29
CLASSES - FIDC;32.525.937/0001-77;CONFIANÇA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982908;Cotas de Fundos;0;0;58062657;;2025-11-29
CLASSES - FIDC;32.525.937/0001-77;CONFIANÇA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982908;Valores a pagar;;;8000;;2025-11-29
CLASSES - FIDC;32.525.937/0001-77;CONFIANÇA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982908;Valores a receber;;;10767;;2025-11-29
CLASSES - FIDC;32.525.986/0001-00;PARAGON FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981208;Cotas de Fundos;0;0;48551722;;2025-11-29
CLASSES - FIDC;32.525.986/0001-00;PARAGON FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981208;Valores a pagar;;;29593;;2025-11-29
CLASSES - FIDC;32.525.986/0001-00;PARAGON FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;981208;Valores a receber;;;8888;;2025-11-29
CLASSES - FIDC;32.999.032/0001-39;DCASH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982173;Cotas de Fundos;0;0;60948660;;2025-11-29
CLASSES - FIDC;32.999.032/0001-39;DCASH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982173;Valores a pagar;;;12823;;2025-11-29
CLASSES - FIDC;32.999.032/0001-39;DCASH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982173;Valores a receber;;;18187;;2025-11-29
CLASSES - FIDC;33.256.234/0001-53;ARTESANAL PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;993428;Cotas de Fundos;;;582557852;;2025-11-29
CLASSES - FIDC;33.256.234/0001-53;ARTESANAL PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;993428;Disponibilidades;;;3144;;2025-11-29
CLASSES - FIDC;33.256.234/0001-53;ARTESANAL PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;993428;Operações Compromissadas;;;8770;;2025-11-29
CLASSES - FIDC;33.256.234/0001-53;ARTESANAL PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;993428;Valores a pagar;;;1423462;;2025-11-29
CLASSES - FIDC;33.256.234/0001-53;ARTESANAL PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;993428;Valores a receber;;;324443;;2025-11-29
CLASSES - FIDC;33.632.618/0001-23;NOVA CAPITAL FUNDO DE INVESTIMENTO EM QUOTAS FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;982172;Cotas de Fundos;0;0;48090687;;2025-11-29
CLASSES - FIDC;33.632.618/0001-23;NOVA CAPITAL FUNDO DE INVESTIMENTO EM QUOTAS FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;982172;Valores a pagar;;;7239;;2025-11-29
