TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008974;Disponibilidades;;;16172;;2025-12-29
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008974;Investimento no Exterior;34386915;0;507200800;;2025-12-29
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008974;Operações Compromissadas;;;296351;;2025-12-29
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008974;Valores a pagar;;;91662;;2025-12-29
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008974;Valores a receber;;;16084;;2025-12-29
CLASSES FIIM;43.210.658/0001-30;SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INVESTIMENTO SUSTENTÁVEL - RESP LIMITADA;2025-09-30;1010536;Ações;0;0;47143969;;2025-12-29
CLASSES FIIM;43.210.658/0001-30;SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INVESTIMENTO SUSTENTÁVEL - RESP LIMITADA;2025-09-30;1010536;Ações e outros TVM cedidos em empréstimo;;;39460771;;2025-12-29
CLASSES FIIM;43.210.658/0001-30;SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INVESTIMENTO SUSTENTÁVEL - RESP LIMITADA;2025-09-30;1010536;Certificado ou recibo de depósito de valores mobiliários;0;0;1111501;;2025-12-29
CLASSES FIIM;43.210.658/0001-30;SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INVESTIMENTO SUSTENTÁVEL - RESP LIMITADA;2025-09-30;1010536;Mercado Futuro - Posições compradas;0;0;-1467;;2025-12-29
CLASSES FIIM;43.210.658/0001-30;SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INVESTIMENTO SUSTENTÁVEL - RESP LIMITADA;2025-09-30;1010536;Operações Compromissadas;;;498900;;2025-12-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-09-30;1008976;Disponibilidades;;;12359;;2025-12-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-09-30;1008976;Investimento no Exterior;0;0;51603294;;2025-12-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-09-30;1008976;Operações Compromissadas;;;17362;;2025-12-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-09-30;1008976;Valores a pagar;;;16512;;2025-12-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-09-30;1008976;Valores a receber;;;4981;;2025-12-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1012919;Disponibilidades;;;10404;;2025-12-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1012919;Investimento no Exterior;0;0;7634135;;2025-12-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1012919;Operações Compromissadas;;;34768;;2025-12-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1012919;Valores a pagar;;;5454;;2025-12-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1012919;Valores a receber;;;1865;;2025-12-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-09-30;1008970;Disponibilidades;;;14704;;2025-12-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-09-30;1008970;Investimento no Exterior;1114449;0;14785038;;2025-12-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-09-30;1008970;Operações Compromissadas;;;34892;;2025-12-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-09-30;1008970;Valores a pagar;;;8085;;2025-12-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-09-30;1008970;Valores a receber;;;12792;;2025-12-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011836;Ações;0;0;20948398;;2025-12-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011836;Ações e outros TVM cedidos em empréstimo;;;11201466;;2025-12-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011836;Certificado ou recibo de depósito de valores mobiliários;0;0;1872194;;2025-12-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011836;Mercado Futuro - Posições compradas;0;0;-365;;2025-12-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011836;Operações Compromissadas;;;109231;;2025-12-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011836;Títulos Públicos;0;0;104712;;2025-12-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011849;Ações;0;0;12993580;;2025-12-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011849;Ações e outros TVM cedidos em empréstimo;;;7659528;;2025-12-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011849;Mercado Futuro - Posições compradas;0;0;-564;;2025-12-29
