TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;870507064.14;;;Outros;999 X 999
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;769108543.21;;;SDC;DI1 X DOL
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;987920843.13;;;SDP;DI1 X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1463586099.01;;;SDL;DI1 X IAP
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;347825306.95;;;SCP;DOL X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;8450956.96;;;SDE;DI1 X REU
CLASSES - FIF;11.886.391/0001-00;CLASSE A DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;617644.97;;;SDP;DI1 X PRE
CLASSES - FIF;14.239.657/0001-10;CAIXA MASTER CAPITAL PROTEGIDO IBOVESPA CICLICO I FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;394116.39;;;SDP;DI1 X PRE
CLASSES - FIF;15.037.582/0001-58;BB PREV PÚBLICO RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;138124973.00;;;SDM;DI1 X IGM
CLASSES - FIF;15.037.582/0001-58;BB PREV PÚBLICO RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;73851092.00;;;SFD;IPC X DI1
CLASSES - FIF;15.740.377/0001-54;SANTANDER DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO - FIF;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3837457278.07;;;SDP;DI1 X PRE
CLASSES - FIF;15.740.377/0001-54;SANTANDER DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO - FIF;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;82057512.87;;;SDP;DI1 X PRE
CLASSES - FIF;16.916.060/0001-99;CAIXA INDEXA OURO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESP LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;560686.82;;;Outros;999 X 999
CLASSES - FIF;16.916.060/0001-99;CAIXA INDEXA OURO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESP LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;46756935.00;;;Outros;999 X 999
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;80152774.06;;;Outros;999 X 999
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;15490245.79;;;SDP;DI1 X PRE
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1874825.04;;;SCE;DOL X REU
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;26198227.33;;;Outros;999 X 999
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;12477443.22;;;SDP;DI1 X PRE
CLASSES - FIF;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;141678781.86;;;SDL;DI1 X IAP
CLASSES - FIF;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;130444113.09;;;SDL;DI1 X IAP
CLASSES - FIF;32.708.144/0001-93;SANTANDER PB ORITA MULT - FIF RESP LIMITADA;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;591289.98;;;SDP;DI1 X PRE
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;111444412.93;;;Outros;999 X 999
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;193655.37;;;SDP;DI1 X PRE
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;60819755.69;;;SDC;DI1 X DOL
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;14500928.05;;;SDY;DI1 X JPY
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;111444412.93;;;Outros;999 X 999
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;193655.37;;;SDP;DI1 X PRE
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;14500928.05;;;SDY;DI1 X JPY
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;60819755.69;;;SDC;DI1 X DOL
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1182472262.05;;;SDC;DI1 X DOL
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;317209425.42;;;SCP;DOL X PRE
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2832889.02;;;SDP;DI1 X PRE
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-09-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;72169108.80;;;Outros;999 X 999
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;163731025.46;;;Outros;999 X 999
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1028837797.19;;;SDC;DI1 X DOL
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;311317864.88;;;SCP;DOL X PRE
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-09-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3041845.07;;;SDP;DI1 X PRE
