TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES FIIM;40.755.515/0001-16;HASHDEX DEFI INDEX FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-10-31;1028069;Valores a pagar;;;19918;;2026-01-29
CLASSES FIIM;40.755.515/0001-16;HASHDEX DEFI INDEX FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-10-31;1028069;Valores a receber;;;3415;;2026-01-29
CLASSES FIIM;41.256.573/0001-68;HASHDEX NASDAQ BITCOIN REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028070;Disponibilidades;;;39037;;2026-01-29
CLASSES FIIM;41.256.573/0001-68;HASHDEX NASDAQ BITCOIN REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028070;Investimento no Exterior;55888639;0;1822280093;;2026-01-29
CLASSES FIIM;41.256.573/0001-68;HASHDEX NASDAQ BITCOIN REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028070;Operações Compromissadas;;;12960691;;2026-01-29
CLASSES FIIM;41.256.573/0001-68;HASHDEX NASDAQ BITCOIN REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028070;Valores a pagar;;;22865571;;2026-01-29
CLASSES FIIM;41.256.573/0001-68;HASHDEX NASDAQ BITCOIN REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028070;Valores a receber;;;1894050;;2026-01-29
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028072;Disponibilidades;;;12004;;2026-01-29
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028072;Investimento no Exterior;56969274;0;521850743;;2026-01-29
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028072;Operações Compromissadas;;;4819897;;2026-01-29
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028072;Valores a pagar;;;8581833;;2026-01-29
CLASSES FIIM;41.907.631/0001-76;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028072;Valores a receber;;;794384;;2026-01-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-10-31;1028074;Disponibilidades;;;24167;;2026-01-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-10-31;1028074;Investimento no Exterior;1153874;0;42677439;;2026-01-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-10-31;1028074;Operações Compromissadas;;;0;;2026-01-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-10-31;1028074;Valores a pagar;;;15542;;2026-01-29
CLASSES FIIM;43.951.717/0001-21;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;2025-10-31;1028074;Valores a receber;;;3415;;2026-01-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028076;Disponibilidades;;;21457;;2026-01-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028076;Investimento no Exterior;1161013;0;6863381;;2026-01-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028076;Operações Compromissadas;;;176702;;2026-01-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028076;Valores a pagar;;;262807;;2026-01-29
CLASSES FIIM;44.124.505/0001-33;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028076;Valores a receber;;;24913;;2026-01-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-10-31;1028068;Disponibilidades;;;7630;;2026-01-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-10-31;1028068;Investimento no Exterior;11236525;0;18788165;;2026-01-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-10-31;1028068;Operações Compromissadas;;;17568;;2026-01-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-10-31;1028068;Valores a pagar;;;77045;;2026-01-29
CLASSES FIIM;47.758.831/0001-90;Hashdex Crypto Momentum Fundo de Índice;2025-10-31;1028068;Valores a receber;;;68075;;2026-01-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036976;Ações;0;0;25153801;;2026-01-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036976;Ações e outros TVM cedidos em empréstimo;;;8353955;;2026-01-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036976;Certificado ou recibo de depósito de valores mobiliários;0;0;1731651;;2026-01-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036976;Mercado Futuro - Posições compradas;0;0;1771;;2026-01-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036976;Operações Compromissadas;;;90849;;2026-01-29
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036976;Títulos Públicos;0;0;106057;;2026-01-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036949;Ações;0;0;13322214;;2026-01-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036949;Ações e outros TVM cedidos em empréstimo;;;7030005;;2026-01-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036949;Mercado Futuro - Posições compradas;0;0;2952;;2026-01-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036949;Mercado Futuro - Posições vendidas;0;0;-148;;2026-01-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036949;Operações Compromissadas;;;86311;;2026-01-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036949;Títulos Públicos;0;0;35352;;2026-01-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028073;Disponibilidades;;;18509;;2026-01-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028073;Investimento no Exterior;6884480;0;302142927;;2026-01-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028073;Operações Compromissadas;;;933277;;2026-01-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028073;Valores a pagar;;;1474823;;2026-01-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1028073;Valores a receber;;;118244;;2026-01-29
CLASSES FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-10-31;1036691;Ações;0;0;15012478;;2026-01-29
