cnpj_fundo,grupo_economico,data_competencia,codigo_ativo,ticker,descricao_ativo,tipo_ativo,qtd_vendida,valor_venda,qtd_comprada,valor_compra,qtd_posicao_final,valor_mercado,valor_custo,emissor_ligado,rentabilidade,tipo_movimentacao
54.517.219/0001-91,BTG PACTUAL,2025-10-31,ONCO29,ONCO29,DEB,Debênture simples,0.0,0.0,0.0,0.0,838.0,559570.21,0.0,N,55957021.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,ORIG12,ORIG12,DEB,Debênture simples,0.0,0.0,0.0,0.0,10466.0,10705860.11,0.0,N,1070586011.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,ORIG21,ORIG21,DEB,Debênture simples,0.0,0.0,0.0,0.0,2198.0,2190892.29,0.0,N,219089229.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,PCHSA9,CHSA9,DEB,Debênture simples,0.0,0.0,0.0,0.0,44183.0,4553934.87,0.0,N,455393487.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,PEJA11,PEJA11,DEB,Debênture simples,0.0,0.0,0.0,0.0,11689.0,13482281.7,0.0,N,1348228170.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,PEJA22,PEJA22,DEB,Debênture simples,0.0,0.0,0.0,0.0,2835.0,2915357.29,0.0,N,291535729.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,PLSB1A,PLSB1,DEB,Debênture simples,0.0,0.0,0.0,0.0,8441.0,9435244.97,0.0,N,943524497.0000001,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,RAIZ23,RAIZ23,DEB,Debênture simples,0.0,0.0,0.0,0.0,432.0,278678.81,0.0,N,27867881.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,RESA15,RESA15,DEB,Debênture simples,0.0,0.0,0.0,0.0,39.0,43362.8,0.0,N,4336280.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,RLMS13,RLMS13,DEB,Debênture simples,0.0,0.0,0.0,0.0,11632.0,12095314.41,0.0,N,1209531441.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,RMSA12,RMSA12,DEB,Debênture simples,0.0,0.0,0.0,0.0,660.0,857958.89,0.0,N,85795889.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,RPTA14,RPTA14,DEB,Debênture simples,0.0,0.0,0.0,0.0,34321.0,35802507.63,0.0,N,3580250763.0000005,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,RRRP13,RRRP13,DEB,Debênture simples,0.0,0.0,0.0,0.0,6440.0,7153270.47,0.0,N,715327047.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,SABP12,SABP12,DEB,Debênture simples,0.0,0.0,0.0,0.0,4587.0,5225939.27,0.0,N,522593926.99999994,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,TAEEA7,AEEA7,DEB,Debênture simples,0.0,0.0,0.0,0.0,389.0,433249.47,0.0,N,43324947.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,TEPA11,TEPA11,DEB,Debênture simples,0.0,0.0,0.0,0.0,408.0,451955.09,0.0,N,45195509.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,TEPA12,TEPA12,DEB,Debênture simples,0.0,0.0,0.0,0.0,25648.0,28368389.39,0.0,N,2836838939.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,TEPA13,TEPA13,DEB,Debênture simples,0.0,0.0,0.0,0.0,12282.0,13568523.12,0.0,N,1356852312.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,TIMS12,TIMS12,DEB,Debênture simples,0.0,0.0,0.0,0.0,19343.0,24034672.08,0.0,N,2403467208.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,TRRG12,TRRG12,DEB,Debênture simples,0.0,0.0,0.0,0.0,1292.0,1421906.59,0.0,N,142190659.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,TUPW11,TUPW11,DEB,Debênture simples,0.0,0.0,0.0,0.0,13829.0,13672078.05,0.0,N,1367207805.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,TUPW21,TUPW21,DEB,Debênture simples,0.0,0.0,0.0,0.0,11662.0,11423754.69,0.0,N,1142375469.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,TVVH11,TVVH11,DEB,Debênture simples,0.0,0.0,0.0,0.0,294.0,264493.47,0.0,N,26449346.999999996,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,UNEG11,UNEG11,DEB,Debênture simples,0.0,0.0,0.0,0.0,160.0,185202.85,0.0,N,18520285.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VALE38,VALE38,DEB,Debênture simples,0.0,0.0,0.0,0.0,28.0,18796.35,0.0,N,1879634.9999999998,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VALEB0,ALEB0,DEB,Debênture simples,0.0,0.0,0.0,0.0,699.0,710374.22,0.0,N,71037422.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VALED1,ALED1,DEB,Debênture simples,0.0,0.0,0.0,0.0,5793.0,5948748.52,0.0,N,594874852.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VAMO23,VAMO23,DEB,Debênture simples,0.0,0.0,0.0,0.0,1014.0,1047342.03,0.0,N,104734203.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VAMO24,VAMO24,DEB,Debênture simples,0.0,0.0,0.0,0.0,7603.0,7519129.19,0.0,N,751912919.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VERO25,VERO25,DEB,Debênture simples,0.0,0.0,0.0,0.0,7157.0,7215679.63,0.0,N,721567963.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VLIM15,VLIM15,DEB,Debênture simples,0.0,0.0,0.0,0.0,5509.0,5640006.33,0.0,N,564000633.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VLIM27,VLIM27,DEB,Debênture simples,0.0,0.0,0.0,0.0,28.0,28670.39,0.0,N,2867039.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VLME11,VLME11,DEB,Debênture simples,0.0,0.0,0.0,0.0,2319.0,1846792.94,0.0,N,184679294.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VLME12,VLME12,DEB,Debênture simples,0.0,0.0,0.0,0.0,90.0,79902.96,0.0,N,7990296.000000001,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VVEO15,VVEO15,DEB,Debênture simples,0.0,0.0,0.0,0.0,16.0,10901.83,0.0,N,1090183.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,VVEO16,VVEO16,DEB,Debênture simples,0.0,0.0,0.0,0.0,1098.0,652510.91,0.0,N,65251091.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,WETE11,WETE11,DEB,Debênture simples,0.0,0.0,0.0,0.0,11703.0,7835023.09,0.0,N,783502309.0,NEUTRO
54.517.219/0001-91,BTG PACTUAL,2025-10-31,ONCO3,ONCO3,ONCOCLINICAS ON      NM,Ação ordinária,0.0,0.0,0.0,0.0,670335.0,1454626.95,0.0,N,145462695.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ONCO3,ONCO3,ONCOCLINICAS ON      NM,Ação ordinária,15165.0,32049.0,0.0,0.0,14533.0,31536.61,0.0,N,3153661.0,VENDA
54.518.783/0001-29,BTG PACTUAL,2025-10-31,AESLA9,ESLA9,DEB,Debênture simples,0.0,0.0,0.0,0.0,1126.0,1150951.81,0.0,N,115095181.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ALAR13,ALAR13,DEB,Debênture simples,0.0,0.0,0.0,0.0,229.0,222999.77,0.0,N,22299977.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ALGTA4,LGTA4,DEB,Debênture simples,0.0,0.0,0.0,0.0,365.0,378522.63,0.0,N,37852263.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ALUP18,ALUP18,DEB,Debênture simples,0.0,0.0,0.0,0.0,671.0,681018.78,0.0,N,68101878.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,AMERE2,MERE2,DEB,Debênture simples,0.0,0.0,0.0,0.0,2.0,75.92,0.0,N,7592.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,AMERF2,MERF2,DEB,Debênture simples,0.0,0.0,0.0,0.0,7939.0,387566.23,0.0,N,38756623.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,APFD19,APFD19,DEB,Debênture simples,0.0,0.0,0.0,0.0,962.0,1065404.47,0.0,N,106540447.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,APRB18,APRB18,DEB,Debênture simples,0.0,0.0,0.0,0.0,188.0,237814.48,0.0,N,23781448.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ARTR19,ARTR19,DEB,Debênture simples,0.0,0.0,0.0,0.0,52.0,67458.66,0.0,N,6745866.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ARTRA7,RTRA7,DEB,Debênture simples,0.0,0.0,0.0,0.0,85.0,86662.6,0.0,N,8666260.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ASCP13,ASCP13,DEB,Debênture simples,0.0,0.0,0.0,0.0,202.0,198766.19,0.0,N,19876619.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ASER12,ASER12,DEB,Debênture simples,0.0,0.0,0.0,0.0,1143.0,1145040.34,0.0,N,114504034.00000001,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,AURP12,AURP12,DEB,Debênture simples,0.0,0.0,0.0,0.0,254.0,259173.82,0.0,N,25917382.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,AURP13,AURP13,DEB,Debênture simples,0.0,0.0,0.0,0.0,524.0,517031.03,0.0,N,51703103.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BCPSA5,CPSA5,DEB,Debênture simples,0.0,0.0,0.0,0.0,567.0,584477.86,0.0,N,58447786.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BHIAA0,HIAA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,223249.0,87742.22,0.0,N,8774222.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BHIAC0,HIAC0,DEB,Debênture simples,0.0,0.0,0.0,0.0,361953.0,146144.68,0.0,N,14614468.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BHSA11,BHSA11,DEB,Debênture simples,0.0,0.0,0.0,0.0,211.0,214030.34,0.0,N,21403034.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BLMN12,BLMN12,DEB,Debênture simples,0.0,0.0,0.0,0.0,626.0,725143.46,0.0,N,72514346.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BRKMA6,RKMA6,DEB,Debênture simples,0.0,0.0,0.0,0.0,1158.0,552950.13,0.0,N,55295013.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BRKMA8,RKMA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,937.0,425054.27,0.0,N,42505427.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BRKMB6,RKMB6,DEB,Debênture simples,0.0,0.0,0.0,0.0,93.0,43133.65,0.0,N,4313365.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BRKMB8,RKMB8,DEB,Debênture simples,0.0,0.0,0.0,0.0,179.0,82751.25,0.0,N,8275125.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BRST11,BRST11,DEB,Debênture simples,0.0,0.0,0.0,0.0,1030.0,932043.72,0.0,N,93204372.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BTCL12,BTCL12,DEB,Debênture simples,0.0,0.0,0.0,0.0,972.0,1014324.94,0.0,N,101432494.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BTEL13,BTEL13,DEB,Debênture simples,0.0,0.0,0.0,0.0,727.0,769183.53,0.0,N,76918353.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BTGH18,BTGH18,DEB,Debênture simples,0.0,0.0,0.0,0.0,512.0,548992.52,0.0,N,54899252.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,BTGL21,BTGL21,DEB,Debênture simples,0.0,0.0,0.0,0.0,1820.0,1840183.11,0.0,N,184018311.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CART13,CART13,DEB,Debênture simples,0.0,0.0,0.0,0.0,71.0,829239.6,0.0,N,82923960.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CASN13,CASN13,DEB,Debênture simples,0.0,0.0,0.0,0.0,163.0,172230.79,0.0,N,17223079.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CBAN12,CBAN12,DEB,Debênture simples,0.0,0.0,0.0,0.0,16.0,22232.87,0.0,N,2223287.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CCPV11,CCPV11,DEB,Debênture simples,0.0,0.0,0.0,0.0,894.0,982828.96,0.0,N,98282896.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CEAP12,CEAP12,DEB,Debênture simples,0.0,0.0,0.0,0.0,67.0,72933.09,0.0,N,7293309.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CEAP17,CEAP17,DEB,Debênture simples,0.0,0.0,0.0,0.0,1378.0,1509971.65,0.0,N,150997165.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CEEBB6,EEBB6,DEB,Debênture simples,0.0,0.0,0.0,0.0,154.0,165947.18,0.0,N,16594718.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CEED12,CEED12,DEB,Debênture simples,0.0,0.0,0.0,0.0,162.0,187985.38,0.0,N,18798538.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CEED17,CEED17,DEB,Debênture simples,0.0,0.0,0.0,0.0,1022.0,1024985.0,0.0,N,102498500.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CEPEA6,EPEA6,DEB,Debênture simples,0.0,0.0,0.0,0.0,878.0,923782.54,0.0,N,92378254.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CERT11,CERT11,DEB,Debênture simples,0.0,0.0,0.0,0.0,1868.0,2071354.38,0.0,N,207135438.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CESE32,CESE32,DEB,Debênture simples,0.0,0.0,0.0,0.0,591.0,662117.08,0.0,N,66211707.99999999,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CESPA3,ESPA3,DEB,Debênture simples,0.0,0.0,0.0,0.0,156.0,156887.55,0.0,N,15688754.999999998,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CGASB1,GASB1,DEB,Debênture simples,0.0,0.0,0.0,0.0,262.0,265730.4,0.0,N,26573040.000000004,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CGOSB0,GOSB0,DEB,Debênture simples,0.0,0.0,0.0,0.0,994.0,998046.49,0.0,N,99804649.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CHSF13,CHSF13,DEB,Debênture simples,0.0,0.0,0.0,0.0,1075.0,1150662.62,0.0,N,115066262.00000001,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CLIS13,CLIS13,DEB,Debênture simples,0.0,0.0,0.0,0.0,419.0,449853.45,0.0,N,44985345.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CMGD27,CMGD27,DEB,Debênture simples,0.0,0.0,0.0,0.0,989.0,689143.69,0.0,N,68914369.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CMPH14,CMPH14,DEB,Debênture simples,0.0,0.0,0.0,0.0,103.0,73404.58,0.0,N,7340458.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,COCE18,COCE18,DEB,Debênture simples,0.0,0.0,0.0,0.0,151.0,166186.29,0.0,N,16618629.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,COCEB2,OCEB2,DEB,Debênture simples,0.0,0.0,0.0,0.0,893.0,936444.88,0.0,N,93644488.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CONX12,CONX12,DEB,Debênture simples,0.0,0.0,0.0,0.0,729.0,793316.29,0.0,N,79331629.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CPTM15,CPTM15,DEB,Debênture simples,0.0,0.0,0.0,0.0,273.0,152777.58,0.0,N,15277757.999999998,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CSAN23,CSAN23,DEB,Debênture simples,0.0,0.0,0.0,0.0,50.0,52293.25,0.0,N,5229325.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CSANB0,SANB0,DEB,Debênture simples,0.0,0.0,0.0,0.0,3.0,3130.64,0.0,N,313064.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CSANC2,SANC2,DEB,Debênture simples,0.0,0.0,0.0,0.0,241.0,255265.14,0.0,N,25526514.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CSNAA1,SNAA1,DEB,Debênture simples,0.0,0.0,0.0,0.0,49.0,44219.17,0.0,N,4421917.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,CSNAA2,SNAA2,DEB,Debênture simples,0.0,0.0,0.0,0.0,873.0,829315.14,0.0,N,82931514.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,DASAA6,ASAA6,DEB,Debênture simples,0.0,0.0,0.0,0.0,2.0,1971.8,0.0,N,197180.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,DASAB4,ASAB4,DEB,Debênture simples,0.0,0.0,0.0,0.0,39.0,38947.5,0.0,N,3894750.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,DASAB5,ASAB5,DEB,Debênture simples,0.0,0.0,0.0,0.0,48.0,45406.34,0.0,N,4540634.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,DASAC5,ASAC5,DEB,Debênture simples,0.0,0.0,0.0,0.0,141.0,130647.28,0.0,N,13064728.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,EBENA8,BENA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,610.0,643274.07,0.0,N,64327406.99999999,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ECER12,ECER12,DEB,Debênture simples,0.0,0.0,0.0,0.0,990.0,1197984.95,0.0,N,119798495.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ECHP11,ECHP11,DEB,Debênture simples,0.0,0.0,0.0,0.0,507.0,575243.17,0.0,N,57524317.00000001,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ECOV16,ECOV16,DEB,Debênture simples,0.0,0.0,0.0,0.0,248.0,252427.44,0.0,N,25242744.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ECRD14,ECRD14,DEB,Debênture simples,0.0,0.0,0.0,0.0,513.0,563592.99,0.0,N,56359299.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,EGIEB4,GIEB4,DEB,Debênture simples,0.0,0.0,0.0,0.0,575.0,626788.42,0.0,N,62678842.00000001,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,EKTRC0,KTRC0,DEB,Debênture simples,0.0,0.0,0.0,0.0,74.0,85778.77,0.0,N,8577877.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,EKTT11,EKTT11,DEB,Debênture simples,0.0,0.0,0.0,0.0,130.0,143168.42,0.0,N,14316842.000000002,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ELET42,ELET42,DEB,Debênture simples,0.0,0.0,0.0,0.0,256.0,353516.93,0.0,N,35351693.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ELPLB4,LPLB4,DEB,Debênture simples,0.0,0.0,0.0,0.0,467.0,653944.2,0.0,N,65394419.99999999,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ELTN15,ELTN15,DEB,Debênture simples,0.0,0.0,0.0,0.0,380.0,393208.45,0.0,N,39320845.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ELTN37,ELTN37,DEB,Debênture simples,0.0,0.0,0.0,0.0,1248.0,1291673.44,0.0,N,129167344.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ENAT11,ENAT11,DEB,Debênture simples,0.0,0.0,0.0,0.0,103.0,126153.84,0.0,N,12615384.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ENERB4,NERB4,DEB,Debênture simples,0.0,0.0,0.0,0.0,620.0,622615.33,0.0,N,62261532.99999999,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ENERB6,NERB6,DEB,Debênture simples,0.0,0.0,0.0,0.0,172.0,190963.67,0.0,N,19096367.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ENGIB9,NGIB9,DEB,Debênture simples,0.0,0.0,0.0,0.0,16.0,16974.76,0.0,N,1697475.9999999998,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ENGIC0,NGIC0,DEB,Debênture simples,0.0,0.0,0.0,0.0,356.0,358754.59,0.0,N,35875459.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ENMTC4,NMTC4,DEB,Debênture simples,0.0,0.0,0.0,0.0,1363.0,1509305.55,0.0,N,150930555.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ENTV13,ENTV13,DEB,Debênture simples,0.0,0.0,0.0,0.0,499.0,520481.47,0.0,N,52048147.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,EQMAA0,QMAA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,227.0,241624.95,0.0,N,24162495.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,EQMAA2,QMAA2,DEB,Debênture simples,0.0,0.0,0.0,0.0,810.0,812239.8,0.0,N,81223980.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,EQPA18,EQPA18,DEB,Debênture simples,0.0,0.0,0.0,0.0,267.0,291255.82,0.0,N,29125582.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,EQPA19,EQPA19,DEB,Debênture simples,0.0,0.0,0.0,0.0,124.0,124199.52,0.0,N,12419952.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ERDVA4,RDVA4,DEB,Debênture simples,0.0,0.0,0.0,0.0,598.0,622009.57,0.0,N,62200956.99999999,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ERDVB4,RDVB4,DEB,Debênture simples,0.0,0.0,0.0,0.0,188.0,197971.56,0.0,N,19797156.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ESSDA4,SSDA4,DEB,Debênture simples,0.0,0.0,0.0,0.0,126.0,130971.24,0.0,N,13097124.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ETEN11,ETEN11,DEB,Debênture simples,0.0,0.0,0.0,0.0,11.0,16115.34,0.0,N,1611534.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ETEN31,ETEN31,DEB,Debênture simples,0.0,0.0,0.0,0.0,26.0,39021.17,0.0,N,3902117.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,GASC19,GASC19,DEB,Debênture simples,0.0,0.0,0.0,0.0,694.0,662166.84,0.0,N,66216684.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,GASC28,GASC28,DEB,Debênture simples,0.0,0.0,0.0,0.0,105.0,110255.78,0.0,N,11025578.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,HVSP11,HVSP11,DEB,Debênture simples,0.0,0.0,0.0,0.0,15.0,19277.32,0.0,N,1927732.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,IRJS15,IRJS15,DEB,Debênture simples,0.0,0.0,0.0,0.0,1663.0,1791309.99,0.0,N,179130999.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ISAEA8,SAEA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,252.0,273136.64,0.0,N,27313664.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ISAEB8,SAEB8,DEB,Debênture simples,0.0,0.0,0.0,0.0,382.0,400086.15,0.0,N,40008615.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,ISPE12,ISPE12,DEB,Debênture simples,0.0,0.0,0.0,0.0,665.0,768819.39,0.0,N,76881939.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,IVIAA0,VIAA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,93.0,95884.74,0.0,N,9588474.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,JEFP12,JEFP12,DEB,Debênture simples,0.0,0.0,0.0,0.0,1402.0,1596029.04,0.0,N,159602904.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,KRSA12,KRSA12,DEB,Debênture simples,0.0,0.0,0.0,0.0,111.0,111941.26,0.0,N,11194126.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,LIGH1B,LIGH1,DEB,Debênture simples,0.0,0.0,0.0,0.0,75.0,5379.62,0.0,N,537962.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,LIGH2B,LIGH2,DEB,Debênture simples,0.0,0.0,0.0,0.0,484.0,20509.84,0.0,N,2050984.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,LIGHB4,IGHB4,DEB,Debênture simples,0.0,0.0,0.0,0.0,1888.0,135952.26,0.0,N,13595226.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,LIGHB6,IGHB6,DEB,Debênture simples,0.0,0.0,0.0,0.0,861.0,61758.02,0.0,N,6175802.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,LIGHB7,IGHB7,DEB,Debênture simples,0.0,0.0,0.0,0.0,1590.0,113740.04,0.0,N,11374004.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,LIGHC3,IGHC3,DEB,Debênture simples,0.0,0.0,0.0,0.0,6374.0,438803.04,0.0,N,43880304.0,NEUTRO
54.518.783/0001-29,BTG PACTUAL,2025-10-31,LIGHC6,IGHC6,DEB,Debênture simples,0.0,0.0,0.0,0.0,233.0,9873.54,0.0,N,987354.0000000001,NEUTRO
