cnpj_fundo,grupo_economico,data_competencia,codigo_ativo,ticker,descricao_ativo,tipo_ativo,qtd_vendida,valor_venda,qtd_comprada,valor_compra,qtd_posicao_final,valor_mercado,valor_custo,emissor_ligado,rentabilidade,tipo_movimentacao
00.819.875/0001-10,WESTERN ASSET,2025-10-31,CEEBB2,EEBB2,DEB,Debênture simples,0.0,0.0,0.0,0.0,62.0,312027.92,0.0,N,31202792.0,NEUTRO
00.819.875/0001-10,WESTERN ASSET,2025-10-31,SNGO18,SNGO18,DEB,Debênture simples,0.0,0.0,0.0,0.0,2867.0,79945.08,0.0,N,7994508.0,NEUTRO
00.819.875/0001-10,WESTERN ASSET,2025-10-31,CSMGA5,SMGA5,DEB,Debênture simples,0.0,0.0,0.0,0.0,3178.0,249722.17,0.0,N,24972217.0,NEUTRO
00.819.875/0001-10,WESTERN ASSET,2025-10-31,STBP24,STBP24,DEB,Debênture simples,0.0,0.0,0.0,0.0,2054.0,1045339.92,0.0,N,104533992.0,NEUTRO
00.819.875/0001-10,WESTERN ASSET,2025-10-31,ALGA28,ALGA28,DEB,Debênture simples,0.0,0.0,0.0,0.0,305.0,1575872.41,0.0,N,157587241.0,NEUTRO
00.819.875/0001-10,WESTERN ASSET,2025-10-31,ELET32,ELET32,DEB,Debênture simples,0.0,0.0,0.0,0.0,1173.0,1262128.88,0.0,N,126212887.99999999,NEUTRO
00.819.875/0001-10,WESTERN ASSET,2025-10-31,CEPE20,CEPE20,DEB,Debênture simples,0.0,0.0,0.0,0.0,100.0,505476.23,0.0,N,50547623.0,NEUTRO
00.819.875/0001-10,WESTERN ASSET,2025-10-31,OMGE21,OMGE21,DEB,Debênture simples,0.0,0.0,0.0,0.0,1039.0,671820.32,0.0,N,67182032.0,NEUTRO
00.832.435/0001-00,ITAÚ,2025-10-31,RDORD4,DORD4,DEB,Debênture simples,0.0,0.0,0.0,0.0,540.0,552339.7,0.0,N,55233969.99999999,NEUTRO
00.832.435/0001-00,ITAÚ,2025-10-31,RDORD3,DORD3,DEB,Debênture simples,0.0,0.0,0.0,0.0,42.0,46381.96,0.0,N,4638196.0,NEUTRO
00.832.435/0001-00,ITAÚ,2025-10-31,TBSP22,TBSP22,DEB,Debênture simples,0.0,0.0,0.0,0.0,6.0,6062.18,0.0,N,606218.0,NEUTRO
00.832.435/0001-00,ITAÚ,2025-10-31,CGOS19,CGOS19,DEB,Debênture simples,0.0,0.0,0.0,0.0,947.0,1018346.98,0.0,N,101834698.0,NEUTRO
00.832.435/0001-00,ITAÚ,2025-10-31,CMGD19,CMGD19,DEB,Debênture simples,0.0,0.0,0.0,0.0,15.0,8114.76,0.0,N,811476.0,NEUTRO
00.832.435/0001-00,ITAÚ,2025-10-31,RDORB9,DORB9,DEB,Debênture simples,0.0,0.0,0.0,0.0,263.0,280129.09,0.0,N,28012909.000000004,NEUTRO
00.832.435/0001-00,ITAÚ,2025-10-31,RENTE2,ENTE2,DEB,Debênture simples,0.0,0.0,0.0,0.0,334.0,355721.41,0.0,N,35572141.0,NEUTRO
00.832.435/0001-00,ITAÚ,2025-10-31,CPLDB0,PLDB0,DEB,Debênture simples,0.0,0.0,0.0,0.0,362.0,378482.76,0.0,N,37848276.0,NEUTRO
00.832.435/0001-00,ITAÚ,2025-10-31,GGBRA7,GBRA7,DEB,Debênture simples,0.0,0.0,0.0,0.0,446.0,474766.1,0.0,N,47476610.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CTEE19,CTEE19,DEB,Debênture simples,0.0,0.0,0.0,0.0,18100.0,20373107.69,0.0,N,2037310769.0000002,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CPGT17,CPGT17,DEB,Debênture simples,0.0,0.0,0.0,0.0,34380.0,17396593.4,0.0,N,1739659339.9999998,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,DASAA5,ASAA5,DEB,Debênture simples,0.0,0.0,0.0,0.0,3000.0,2943829.39,0.0,N,294382939.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,EKTRA0,KTRA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,11059.0,11192906.67,0.0,N,1119290667.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,RDORB9,DORB9,DEB,Debênture simples,0.0,0.0,0.0,0.0,28500.0,30356196.91,0.0,N,3035619691.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,VBBR15,VBBR15,DEB,Debênture simples,0.0,0.0,0.0,0.0,29842.0,30655562.85,0.0,N,3065556285.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,SBSPE8,BSPE8,DEB,Debênture simples,0.0,0.0,0.0,0.0,15817.0,8326519.03,0.0,N,832651903.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,ASAIA0,SAIA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,50852.0,53245312.18,0.0,N,5324531218.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,ESCEA6,SCEA6,DEB,Debênture simples,0.0,0.0,0.0,0.0,95000.0,99730097.19,0.0,N,9973009719.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,PASS24,PASS24,DEB,Debênture simples,0.0,0.0,0.0,0.0,100405.0,104340305.09,0.0,N,10434030509.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,IOCHA3,OCHA3,DEB,Debênture simples,0.0,0.0,0.0,0.0,50000.0,51246842.46,0.0,N,5124684246.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,BSA312,,DEB,Debênture simples,0.0,0.0,0.0,0.0,4005.0,43110711.6,0.0,N,4311071160.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,HYPEA8,YPEA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,120000.0,129229115.52,0.0,N,12922911552.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CPFPA6,PFPA6,DEB,Debênture simples,0.0,0.0,0.0,0.0,40000.0,26477307.06,0.0,N,2647730706.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,PALFA4,ALFA4,DEB,Debênture simples,0.0,0.0,0.0,0.0,150000.0,87708313.2,0.0,N,8770831320.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,VBBR16,VBBR16,DEB,Debênture simples,0.0,0.0,0.0,0.0,34048.0,34431428.52,0.0,N,3443142852.0000005,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CEED16,CEED16,DEB,Debênture simples,0.0,0.0,0.0,0.0,50000.0,52476347.24,0.0,N,5247634724.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CGOS17,CGOS17,DEB,Debênture simples,0.0,0.0,0.0,0.0,55504.0,58194925.79,0.0,N,5819492579.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,VEBMA7,EBMA7,DEB,Debênture simples,0.0,0.0,0.0,0.0,85000.0,86949765.19,0.0,N,8694976519.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,ANHBA5,NHBA5,DEB,Debênture simples,0.0,0.0,0.0,0.0,63000.0,67339218.88,0.0,N,6733921888.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,BSA319,,DEB,Debênture simples,0.0,0.0,0.0,0.0,50000.0,52324631.08,0.0,N,5232463108.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CIEL18,CIEL18,DEB,Debênture simples,0.0,0.0,0.0,0.0,140335.0,150421516.86,0.0,S,15042151686.000002,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,EKTRA4,KTRA4,DEB,Debênture simples,0.0,0.0,0.0,0.0,30000.0,31106608.83,0.0,N,3110660883.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,STBP15,STBP15,DEB,Debênture simples,0.0,0.0,0.0,0.0,30000.0,30861365.52,0.0,N,3086136552.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CSANA1,SANA1,DEB,Debênture simples,0.0,0.0,0.0,0.0,100000.0,103031673.82,0.0,N,10303167382.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,ENEVC0,NEVC0,DEB,Debênture simples,0.0,0.0,0.0,0.0,20000.0,20298844.06,0.0,N,2029884405.9999998,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,DASAA1,ASAA1,DEB,Debênture simples,0.0,0.0,0.0,0.0,447.0,2355548.79,0.0,N,235554879.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CEEBA8,EEBA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,35000.0,37156912.28,0.0,N,3715691228.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CPFPA8,PFPA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,57000.0,58127837.38,0.0,N,5812783738.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,SBSPD2,BSPD2,DEB,Debênture simples,0.0,0.0,0.0,0.0,115000.0,117383548.72,0.0,N,11738354872.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CPGT19,CPGT19,DEB,Debênture simples,0.0,0.0,0.0,0.0,68000.0,68739314.76,0.0,N,6873931476.000001,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,GGBRA8,GBRA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,32346.0,34285030.04,0.0,N,3428503004.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,HBSA14,HBSA14,DEB,Debênture simples,0.0,0.0,0.0,0.0,75000.0,79318816.67,0.0,N,7931881667.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,MRFGA1,RFGA1,DEB,Debênture simples,0.0,0.0,0.0,0.0,32065.0,34764658.58,0.0,N,3476465858.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,ITSA18,ITSA18,DEB,Debênture simples,0.0,0.0,0.0,0.0,56500.0,57647797.24,0.0,N,5764779724.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,UQFN15,UQFN15,DEB,Debênture simples,0.0,0.0,0.0,0.0,33000.0,33805573.24,0.0,N,3380557324.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,PETR36,PETR36,DEB,Debênture simples,0.0,0.0,0.0,0.0,12431.0,6510943.49,0.0,N,651094349.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,NTSD16,NTSD16,DEB,Debênture simples,0.0,0.0,0.0,0.0,49000.0,51213025.0,0.0,N,5121302500.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CPGTA0,PGTA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,35000.0,36193438.24,0.0,N,3619343824.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,TIET19,TIET19,DEB,Debênture simples,0.0,0.0,0.0,0.0,39900.0,40857712.42,0.0,N,4085771242.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CSRNA2,SRNA2,DEB,Debênture simples,0.0,0.0,0.0,0.0,5442.0,5489177.36,0.0,N,548917736.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,TRPLA5,RPLA5,DEB,Debênture simples,0.0,0.0,0.0,0.0,50000.0,51202356.99,0.0,N,5120235699.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CMGDA2,MGDA2,DEB,Debênture simples,0.0,0.0,0.0,0.0,35000.0,35919972.31,0.0,N,3591997231.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,EKTRA3,KTRA3,DEB,Debênture simples,0.0,0.0,0.0,0.0,45000.0,45700021.3,0.0,N,4570002130.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,TAEE16,TAEE16,DEB,Debênture simples,0.0,0.0,0.0,0.0,56690.0,61076093.16,0.0,N,6107609316.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CPLD19,CPLD19,DEB,Debênture simples,0.0,0.0,0.0,0.0,45000.0,48306724.24,0.0,N,4830672424.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,SUZBB1,UZBB1,DEB,Debênture simples,0.0,0.0,0.0,0.0,140000.0,152612397.04,0.0,N,15261239704.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CSMGB0,SMGB0,DEB,Debênture simples,0.0,0.0,0.0,0.0,35000.0,36117964.99,0.0,N,3611796499.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,MOTVA8,OTVA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,72000.0,76656759.1,0.0,N,7665675909.999999,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CPLDA0,PLDA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,68000.0,70953772.26,0.0,N,7095377226.000001,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CGOS18,CGOS18,DEB,Debênture simples,0.0,0.0,0.0,0.0,42000.0,43308382.07,0.0,N,4330838207.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CMGDA1,MGDA1,DEB,Debênture simples,0.0,0.0,0.0,0.0,32464.0,32954346.15,0.0,N,3295434615.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,EQPAA0,QPAA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,60000.0,60651751.51,0.0,N,6065175151.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CHTH11,CHTH11,DEB,Debênture simples,0.0,0.0,0.0,0.0,160000.0,168212052.38,0.0,N,16821205238.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,GASM19,GASM19,DEB,Debênture simples,0.0,0.0,0.0,0.0,27000.0,28535783.66,0.0,N,2853578366.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,VEBMA8,EBMA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,75000.0,75457781.04,0.0,N,7545778104.000001,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,FLRY19,FLRY19,DEB,Debênture simples,0.0,0.0,0.0,0.0,38000.0,40650593.1,0.0,N,4065059310.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,FLRY29,FLRY29,DEB,Debênture simples,0.0,0.0,0.0,0.0,19000.0,20352188.24,0.0,N,2035218823.9999998,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,RADL14,RADL14,DEB,Debênture simples,0.0,0.0,0.0,0.0,57583.0,61207134.57,0.0,N,6120713457.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,TUPY15,TUPY15,DEB,Debênture simples,0.0,0.0,0.0,0.0,28571.0,29642893.0,0.0,N,2964289300.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CIEL17,CIEL17,DEB,Debênture simples,0.0,0.0,0.0,0.0,200000.0,212037715.56,0.0,S,21203771556.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,SBSPB1,BSPB1,DEB,Debênture simples,0.0,0.0,0.0,0.0,41100.0,43102684.5,0.0,N,4310268450.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CGOS15,CGOS15,DEB,Debênture simples,0.0,0.0,0.0,0.0,75000.0,76688047.77,0.0,N,7668804777.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,EBENA7,BENA7,DEB,Debênture simples,0.0,0.0,0.0,0.0,70000.0,73866061.08,0.0,N,7386606108.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,NTSD17,NTSD17,DEB,Debênture simples,0.0,0.0,0.0,0.0,90000.0,95721214.24,0.0,N,9572121424.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,MRFGA7,RFGA7,DEB,Debênture simples,0.0,0.0,0.0,0.0,45000.0,45386696.14,0.0,N,4538669614.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,FLRYA0,LRYA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,100000.0,100359880.4,0.0,N,10035988040.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,FENS12,FENS12,DEB,Debênture simples,0.0,0.0,0.0,0.0,30000.0,30212946.41,0.0,N,3021294641.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,EBENA9,BENA9,DEB,Debênture simples,0.0,0.0,0.0,0.0,62000.0,64955586.4,0.0,N,6495558640.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,STBP24,STBP24,DEB,Debênture simples,0.0,0.0,0.0,0.0,17000.0,8651789.38,0.0,N,865178938.0000001,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,MULP17,MULP17,DEB,Debênture simples,0.0,0.0,0.0,0.0,1115.0,5599889.96,0.0,N,559988996.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,ITSA17,ITSA17,DEB,Debênture simples,0.0,0.0,0.0,0.0,28000.0,29442865.53,0.0,N,2944286553.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CCROA7,CROA7,DEBENTURES SIMPLES,Debênture simples,0.0,0.0,0.0,0.0,65000.0,68385121.58,0.0,N,6838512158.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,AESLA8,ESLA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,30500.0,31075736.64,0.0,N,3107573664.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CPFGA3,PFGA3,DEB,Debênture simples,0.0,0.0,0.0,0.0,25000.0,25452881.8,0.0,N,2545288180.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,PALFA5,ALFA5,DEB,Debênture simples,0.0,0.0,0.0,0.0,20000.0,20372221.28,0.0,N,2037222128.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CSANA2,SANA2,DEB,Debênture simples,0.0,0.0,0.0,0.0,30000.0,31538395.99,0.0,N,3153839599.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,BSA318,,DEB,Debênture simples,0.0,0.0,0.0,0.0,75000.0,80280344.13,0.0,N,8028034413.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,CSANA0,SANA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,56965.0,59198627.12,0.0,N,5919862712.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,ESCEA4,SCEA4,DEB,Debênture simples,0.0,0.0,0.0,0.0,37000.0,37698795.9,0.0,N,3769879590.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,IGTAB0,GTAB0,DEB,Debênture simples,0.0,0.0,0.0,0.0,9450.0,9849638.74,0.0,N,984963874.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,VIALA4,IALA4,DEB,Debênture simples,0.0,0.0,0.0,0.0,45000.0,40718034.53,0.0,N,4071803453.0,NEUTRO
00.852.311/0001-89,BANCO DO BRASIL,2025-10-31,GGBRA7,GBRA7,DEB,Debênture simples,0.0,0.0,0.0,0.0,57810.0,61538661.3,0.0,N,6153866130.0,NEUTRO
00.885.758/0001-54,SANTANDER,2025-10-31,BSA3A0,,DEB,Debênture simples,0.0,0.0,0.0,0.0,1000.0,1015191.41,0.0,N,101519141.0,NEUTRO
00.885.758/0001-54,SANTANDER,2025-10-31,ENGIB1,NGIB1,DEB,Debênture simples,0.0,0.0,0.0,0.0,535.0,550555.94,0.0,N,55055593.99999999,NEUTRO
00.885.758/0001-54,SANTANDER,2025-10-31,RENTE4,ENTE4,DEB,Debênture simples,0.0,0.0,0.0,0.0,820.0,858917.41,0.0,N,85891741.0,NEUTRO
00.885.758/0001-54,SANTANDER,2025-10-31,EGIED1,GIED1,DEB,Debênture simples,0.0,0.0,0.0,0.0,700.0,759226.08,0.0,N,75922608.0,NEUTRO
00.885.758/0001-54,SANTANDER,2025-10-31,RDORC7,DORC7,DEB,Debênture simples,0.0,0.0,0.0,0.0,1000.0,1060245.56,0.0,N,106024556.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,AMER3,AMER3,AMERICANAS   ON      NM,Ação ordinária,0.0,0.0,0.0,0.0,13678.0,75229.0,0.0,N,7522900.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,AMERE2,MERE2,DEB,Debênture simples,0.0,0.0,0.0,0.0,106.0,4023.85,0.0,N,402385.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,AMERF2,MERF2,DEB,Debênture simples,0.0,0.0,0.0,0.0,101862.0,4972700.8,0.0,N,497270080.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,ASER12,ASER12,DEB,Debênture simples,0.0,0.0,0.0,0.0,4300.0,4307675.8,0.0,N,430767580.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,BHIAA0,HIAA0,DEB,Debênture simples,0.0,0.0,0.0,0.0,2951943.0,1160184.45,0.0,N,116018445.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,BHIAC0,HIAC0,DEB,Debênture simples,0.0,0.0,0.0,0.0,4779314.0,1929729.28,0.0,N,192972928.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,BRKMA6,RKMA6,DEB,Debênture simples,0.0,0.0,0.0,0.0,8707.0,4157631.07,0.0,N,415763107.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,BRKMA8,RKMA8,DEB,Debênture simples,0.0,0.0,0.0,0.0,12693.0,5757965.64,0.0,N,575796564.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,BRKMB6,RKMB6,DEB,Debênture simples,0.0,0.0,0.0,0.0,1447.0,671122.52,0.0,N,67112252.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,BRKMB8,RKMB8,DEB,Debênture simples,0.0,0.0,0.0,0.0,1551.0,717023.43,0.0,N,71702343.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,CPTM15,CPTM15,DEB,Debênture simples,0.0,0.0,0.0,0.0,1472.0,823767.78,0.0,N,82376778.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,CSAN23,CSAN23,DEB,Debênture simples,0.0,0.0,0.0,0.0,598.0,625427.29,0.0,N,62542729.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,CSANB0,SANB0,DEB,Debênture simples,0.0,0.0,0.0,0.0,37.0,38611.18,0.0,N,3861118.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,CSANC2,SANC2,DEB,Debênture simples,0.0,0.0,0.0,0.0,1807.0,1913958.94,0.0,N,191395894.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,CSNAA1,SNAA1,DEB,Debênture simples,0.0,0.0,0.0,0.0,569.0,513483.86,0.0,N,51348386.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,CSNAA2,SNAA2,DEB,Debênture simples,0.0,0.0,0.0,0.0,8649.0,8216204.65,0.0,N,821620465.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,DASAA1,ASAA1,DEB,Debênture simples,0.0,0.0,0.0,0.0,1.0,5269.68,0.0,N,526968.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,JEFP12,JEFP12,DEB,Debênture simples,0.0,0.0,0.0,0.0,12960.0,14753592.23,0.0,N,1475359223.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,LIGH1B,LIGH1,DEB,Debênture simples,0.0,0.0,0.0,0.0,1595.0,114406.55,0.0,N,11440655.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,LIGHB4,IGHB4,DEB,Debênture simples,0.0,0.0,0.0,0.0,49751.0,3582500.56,0.0,N,358250056.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,LIGHB6,IGHB6,DEB,Debênture simples,0.0,0.0,0.0,0.0,21584.0,1548182.48,0.0,N,154818248.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,LIGHB7,IGHB7,DEB,Debênture simples,0.0,0.0,0.0,0.0,40822.0,2920186.05,0.0,N,292018605.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,LIGHC3,IGHC3,DEB,Debênture simples,0.0,0.0,0.0,0.0,8096.0,557350.08,0.0,N,55735007.99999999,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,LIGHD2,IGHD2,DEB,Debênture simples,0.0,0.0,0.0,0.0,127.0,9109.49,0.0,N,910949.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,LIGHD3,IGHD3,DEB,Debênture simples,0.0,0.0,0.0,0.0,12005.0,508263.3,0.0,N,50826330.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,MOVI27,MOVI27,DEB,Debênture simples,0.0,0.0,0.0,0.0,182.0,182493.36,0.0,N,18249336.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,MOVIA3,OVIA3,DEB,Debênture simples,0.0,0.0,0.0,0.0,1187.0,1198800.56,0.0,N,119880056.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,MVLV16,MVLV16,DEB,Debênture simples,0.0,0.0,0.0,0.0,554.0,862806.84,0.0,N,86280684.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,MVLV19,MVLV19,DEB,Debênture simples,0.0,0.0,0.0,0.0,278.0,279720.19,0.0,N,27972019.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,ONCO19,ONCO19,DEB,Debênture simples,0.0,0.0,0.0,0.0,2492.0,1639943.84,0.0,N,163994384.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,ONCO29,ONCO29,DEB,Debênture simples,0.0,0.0,0.0,0.0,123.0,82132.62,0.0,N,8213262.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,TVFI11,TVFI11,DEB,Debênture simples,0.0,0.0,0.0,0.0,6079.0,1812326.96,0.0,N,181232696.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,VAMO23,VAMO23,DEB,Debênture simples,0.0,0.0,0.0,0.0,5415.0,5593054.34,0.0,N,559305434.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,VAMO33,VAMO33,DEB,Debênture simples,0.0,0.0,0.0,0.0,1004.0,1029653.0,0.0,N,102965300.0,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,VAMO34,VAMO34,DEB,Debênture simples,0.0,0.0,0.0,0.0,71.0,73709.65,0.0,N,7370964.999999999,NEUTRO
00.888.897/0001-31,BTG PACTUAL,2025-10-31,VERT15,VERT15,DEB,Debênture simples,0.0,0.0,0.0,0.0,2111.0,2165871.02,0.0,N,216587102.0,NEUTRO
